City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,mount gambier,-37.8333,140.7667,10.97,92,17,1.39,AU,1675626894
1,rikitea,-23.1203,-134.9692,25.98,75,7,7.14,PF,1675626894
2,teluknaga,-6.0989,106.6381,28.68,83,40,2.57,ID,1675626894
3,matagami,49.7502,-77.6328,-16.94,66,0,2.06,CA,1675626895
4,butaritari,3.0707,172.7902,27.01,81,100,8.81,KI,1675626895
5,hilo,19.7297,-155.09,25.34,82,40,2.06,US,1675626646
6,turukhansk,65.8167,87.9833,-17.55,99,97,0.96,RU,1675626896
7,kahului,20.8947,-156.47,25.54,79,20,9.26,US,1675626896
8,busselton,-33.65,115.3333,19.31,80,39,6.17,AU,1675626897
9,upernavik,72.7868,-56.1549,-25.07,93,100,0.5,GL,1675626897
10,sinfra,6.6167,-5.9167,28.83,41,60,1.63,CI,1675626897
11,new norfolk,-42.7826,147.0587,14.72,64,100,0.89,AU,1675626898
12,thompson,55.7435,-97.8558,-15.91,85,100,1.03,CA,1675626898
13,hobart,-42.8794,147.3294,14.92,75,75,6.69,AU,1675626644
14,lompoc,34.6391,-120.4579,17.23,74,75,7.2,US,1675626899
15,mar del plata,-38.0023,-57.5575,32.13,40,0,5.66,AR,1675626899
16,kodiak,57.79,-152.4072,3.73,100,100,8.23,US,1675626900
17,kirakira,-10.4544,161.9205,25.57,97,100,9.4,SB,1675626900
18,kapaa,22.0752,-159.319,24.18,89,75,7.72,US,1675626901
19,ushuaia,-54.8,-68.3,9.79,81,40,15.95,AR,1675626901
20,quelimane,-17.8786,36.8883,27.97,83,75,2.24,MZ,1675626901
21,keetmanshoop,-26.5833,18.1333,26.43,49,92,6.08,NA,1675626902
22,provideniya,64.3833,-173.3,-17.01,95,98,4.62,RU,1675626904
23,mataura,-46.1927,168.8643,13.43,97,100,5.08,NZ,1675626908
24,aguimes,27.9054,-15.4461,15.92,63,20,2.57,ES,1675626910
25,punta arenas,-53.15,-70.9167,13.06,38,0,15.43,CL,1675626911
26,luce,48.4369,1.4636,4.75,82,29,3.13,FR,1675626911
27,turayf,31.6725,38.6637,7.14,57,0,4.12,SA,1675626912
28,lagoa,39.05,-27.9833,15.32,85,52,7.76,PT,1675626914
29,nikolskoye,59.7035,30.7861,-4.06,93,100,3.27,RU,1675626917
30,clinton,42.587,-82.9199,6.7,65,75,6.69,US,1675626919
31,andros town,24.7,-77.7667,26.98,70,5,7.29,BS,1675626920
32,shelburne,44.0787,-80.2041,2.72,81,100,6.66,CA,1675626922
33,vaini,-21.2,-175.2,25.09,83,75,0.51,TO,1675626923
34,port alfred,-33.5906,26.891,22.32,93,22,2.24,ZA,1675626924
35,port elizabeth,-33.918,25.5701,25.05,92,20,8.23,ZA,1675626924
36,miles city,46.4083,-105.8406,4.54,60,0,5.66,US,1675626925
37,kamaishi,39.2667,141.8833,-0.14,76,60,3.2,JP,1675626926
38,marawi,7.9986,124.2928,19.61,89,100,1.04,PH,1675626648
39,iqaluit,63.7506,-68.5145,-27.95,68,100,7.72,CA,1675626782
40,huancabamba,-5.2386,-79.4506,21.15,65,70,1.68,PE,1675626927
41,aripuana,-9.1667,-60.6333,27.47,87,87,0.79,BR,1675626928
42,akyab,20.15,92.9,18.4,58,97,4.26,MM,1675626931
43,molina,-35.1167,-71.2833,28.85,42,1,2.06,CL,1675626903
44,cape town,-33.9258,18.4232,21.23,82,0,8.23,ZA,1675626682
45,galesong,-5.3166,119.3661,25.01,82,100,3.17,ID,1675626932
46,tucurui,-3.7661,-49.6725,28.76,74,51,1.23,BR,1675626933
47,osoyoos,49.0331,-119.4524,3.42,93,100,0.51,CA,1675626933
48,avarua,-21.2078,-159.775,27.03,89,75,5.66,CK,1675626934
49,ayagoz,47.9714,80.4392,-2.38,96,100,5.65,KZ,1675626934
50,huarmey,-10.0681,-78.1522,25.17,70,35,4.5,PE,1675626935
51,souillac,-20.5167,57.5167,26.21,83,40,4.12,MU,1675626935
52,bay roberts,47.5999,-53.2648,-2.04,74,92,5.36,CA,1675626936
53,laguna,38.421,-121.4238,14.52,71,0,4.63,US,1675626936
54,chokurdakh,70.6333,147.9167,-40.67,100,83,1.19,RU,1675626937
55,san lawrenz,36.0553,14.204,9.67,54,1,9.97,MT,1675626937
56,labuhan,-6.8844,112.2051,25.16,86,100,4.11,ID,1675626937
57,chaoyang,41.5703,120.4586,-5.43,51,7,1.67,CN,1675626938
58,qaanaaq,77.484,-69.3632,-19.2,60,0,4.0,GL,1675626938
59,gigmoto,13.7796,124.39,25.15,88,65,4.28,PH,1675626939
60,talnakh,69.4865,88.3972,-15.44,97,99,1.59,RU,1675626939
61,saint-philippe,-21.3585,55.7679,26.77,87,92,4.86,RE,1675626939
62,saldanha,-33.0117,17.9442,19.03,87,11,9.1,ZA,1675626940
63,pronsk,54.1048,39.6092,-5.28,97,99,2.02,RU,1675626940
64,coquimbo,-29.9533,-71.3436,22.85,64,0,7.72,CL,1675626941
65,cardston,49.2,-113.3019,6.16,49,100,3.6,CA,1675626941
66,carutapera,-1.195,-46.02,25.85,89,100,3.3,BR,1675626942
67,saint anthony,45.0205,-93.218,-0.62,67,0,3.6,US,1675626942
68,emerald,-23.5333,148.1667,24.63,91,92,4.48,AU,1675626943
69,opuwo,-18.0607,13.84,22.04,39,89,3.23,NA,1675626943
70,kisangani,0.5167,25.2,24.42,55,8,1.09,CD,1675626944
71,mnogovershinnyy,53.9353,139.9242,-24.96,97,95,1.79,RU,1675626944
72,touros,-5.1989,-35.4608,27.65,72,100,5.49,BR,1675626944
73,hovd,48.0056,91.6419,-15.89,78,6,1.42,MN,1675626945
74,port blair,11.6667,92.75,27.02,83,40,1.54,IN,1675626814
75,goderich,43.7501,-81.7165,3.84,80,100,7.2,CA,1675626946
76,marijampole,54.5667,23.35,-3.38,77,92,1.88,LT,1675626834
77,albany,42.6001,-73.9662,5.7,46,99,0.89,US,1675626946
78,capanema,-1.1958,-47.1808,25.49,92,100,2.24,BR,1675626947
79,conceicao do mato dentro,-19.0372,-43.425,26.9,74,88,0.58,BR,1675626947
80,saskylakh,71.9167,114.0833,-41.06,100,98,1.78,RU,1675626947
81,avera,33.194,-82.5271,18.54,60,100,2.35,US,1675626948
82,moranbah,-22.0016,148.0466,23.5,96,73,5.1,AU,1675626948
83,tari,12.4086,4.4914,29.24,11,100,3.75,NG,1675626949
84,dingle,10.9995,122.6711,23.16,93,100,3.57,PH,1675626949
85,north bend,43.4065,-124.2243,10.09,87,75,6.17,US,1675626949
86,longyearbyen,78.2186,15.6401,-3.09,74,75,9.77,SJ,1675626950
87,coahuayana,18.7333,-103.6833,31.38,41,0,3.66,MX,1675626951
88,sheridan,44.8333,-106.9173,0.81,67,100,3.09,US,1675626951
89,manaus,-3.1019,-60.025,26.28,94,75,1.54,BR,1675626951
90,beidao,34.5686,105.8933,5.36,59,100,1.08,CN,1675626952
91,kautokeino,69.0125,23.0412,-11.75,93,76,1.67,NO,1675626952
92,iberia,29.9502,-91.7507,21.09,49,75,3.09,US,1675626953
93,wapi pathum,15.8452,103.3768,28.31,69,92,1.46,TH,1675626953
94,morros,-9.4467,-46.3003,31.95,37,19,3.43,BR,1675626953
95,atuona,-9.8,-139.0333,25.78,81,30,7.42,PF,1675626954
96,tuatapere,-46.1333,167.6833,14.62,92,85,5.92,NZ,1675626954
97,diapaga,12.0708,1.7889,30.14,10,100,3.03,BF,1675626955
98,tecoanapa,16.5167,-98.75,28.77,52,0,4.56,MX,1675626955
99,tromso,69.6496,18.957,3.01,65,75,6.17,NO,1675626955
100,raga,8.4596,25.678,24.6,15,7,1.28,SS,1675626956
101,chuy,-33.6971,-53.4616,24.14,56,0,4.94,UY,1675626956
102,kraslava,55.8951,27.168,-8.75,97,100,1.37,LV,1675626957
103,yellowknife,62.456,-114.3525,-24.71,77,100,4.12,CA,1675626951
104,codrington,-38.2667,141.9667,13.2,85,39,2.27,AU,1675626958
105,tonj,7.2737,28.6822,27.37,14,13,2.16,SS,1675626958
106,semnan,35.5729,53.3971,4.91,45,0,1.03,IR,1675626958
107,salalah,17.0151,54.0924,23.05,73,0,2.06,OM,1675626959
108,castro,-24.7911,-50.0119,23.11,66,85,3.06,BR,1675626959
109,cairns,-16.9167,145.7667,26.7,97,75,3.6,AU,1675626738
110,bonavista,48.6499,-53.1147,-4.82,63,100,9.89,CA,1675626960
111,waipawa,-41.4122,175.5153,18.82,70,0,6.8,NZ,1675626960
112,kudahuvadhoo,2.6708,72.8944,26.37,75,61,1.05,MV,1675626961
113,la fleche,47.6982,-0.0755,7.11,81,13,4.37,FR,1675626961
114,ponta do sol,32.6667,-17.1,16.74,51,62,2.06,PT,1675626962
115,rurrenabaque,-14.4413,-67.5278,19.93,99,100,0.82,BO,1675626963
116,bredasdorp,-34.5322,20.0403,21.62,76,100,3.1,ZA,1675626963
117,barao de melgaco,-16.1944,-55.9675,31.91,51,53,1.87,BR,1675626964
118,caruray,10.3094,119.0128,24.56,90,90,2.51,PH,1675626965
119,tiksi,71.6872,128.8694,-33.61,100,100,1.54,RU,1675626965
120,kaitangata,-46.2817,169.8464,15.02,86,100,8.21,NZ,1675626966
121,saint-augustin,51.226,-58.6502,-14.91,79,100,1.98,CA,1675626967
122,berezovka,53.7214,25.4993,-8.18,95,64,1.99,BY,1675626967
123,turan,16.0678,108.2208,23.99,88,75,1.54,VN,1675626968
124,revelstoke,50.9832,-118.2023,1.01,93,100,2.06,CA,1675626969
125,caetite,-14.0694,-42.475,28.87,50,4,1.01,BR,1675626969
126,saint-georges,12.0564,-61.7485,25.89,76,67,8.07,GD,1675626970
127,san cristobal,7.7669,-72.225,25.1,56,55,2.87,VE,1675626971
128,kansanshi,-12.0951,26.4273,16.36,97,96,2.0,ZM,1675626972
129,lure,47.75,6.5,4.65,87,100,2.06,FR,1675626973
130,esperance,-33.8667,121.9,20.34,65,72,7.89,AU,1675626974
131,aquin,18.2833,-73.4,27.28,63,21,3.55,HT,1675626974
132,visby,57.6409,18.296,0.12,100,75,6.17,SE,1675626975
133,takoradi,4.8845,-1.7554,27.4,82,98,4.73,GH,1675626975
134,jamestown,42.097,-79.2353,6.8,49,100,8.75,US,1675626906
135,hermanus,-34.4187,19.2345,20.45,84,89,4.26,ZA,1675626977
136,alofi,-19.0595,-169.9187,24.94,94,40,2.06,NU,1675626978
137,maxixe,-23.8597,35.3472,23.24,88,0,3.32,MZ,1675626979
138,honiara,-9.4333,159.95,25.32,97,100,5.51,SB,1675626778
139,morant bay,17.8815,-76.4093,31.51,65,5,6.41,JM,1675626981
140,mackenzie,55.2999,-123.1698,2.12,87,100,4.63,CA,1675626982
141,bethel,41.3712,-73.414,7.93,35,100,4.11,US,1675626881
142,inirida,3.8653,-67.9239,25.56,88,100,0.91,CO,1675626984
143,colquiri,-17.4167,-67.1333,2.57,88,100,2.28,BO,1675626985
144,victoria,22.2855,114.1577,19.97,89,100,1.34,HK,1675626986
145,georgetown,5.4112,100.3354,24.96,100,20,0.51,MY,1675626894
146,puerto ayora,-0.7393,-90.3518,29.98,89,41,3.13,EC,1675626987
147,trelew,-43.249,-65.3051,24.78,44,9,12.52,AR,1675626771
148,arraial do cabo,-22.9661,-42.0278,28.98,70,40,3.6,BR,1675626988
149,durres,41.3231,19.4414,1.1,52,0,9.17,AL,1675626758
150,hiriyur,13.9456,76.6192,22.69,47,100,3.38,IN,1675626989
151,cherskiy,68.75,161.3,-41.36,100,100,2.07,RU,1675626989
152,hithadhoo,-0.6,73.0833,27.1,71,96,4.98,MV,1675626990
153,bluff,-46.6,168.3333,15.11,86,68,11.46,NZ,1675626990
154,dno,57.8277,29.9637,-7.97,91,100,2.73,RU,1675626991
155,san patricio,28.017,-97.5169,25.92,52,1,2.91,US,1675626991
156,caravelas,-17.7125,-39.2481,28.0,70,0,5.17,BR,1675626992
157,talcahuano,-36.7167,-73.1167,18.82,72,28,5.66,CL,1675626916
158,kiruna,67.8557,20.2251,-4.49,74,9,4.12,SE,1675626992
159,mananara,-16.1667,49.7667,23.33,94,100,1.94,MG,1675626993
160,pavlodar,52.3,76.95,-15.11,78,100,2.0,KZ,1675626979
161,axim,4.8699,-2.2405,27.19,84,100,4.46,GH,1675626993
162,bremerton,47.5673,-122.6326,9.4,92,100,3.6,US,1675626821
163,belmonte,-15.8631,-38.8828,27.96,69,1,5.62,BR,1675626994
164,klaksvik,62.2266,-6.589,8.51,95,100,15.26,FO,1675626994
165,dikson,73.5069,80.5464,-20.39,98,100,1.57,RU,1675626995
166,saint george,37.1041,-113.5841,16.91,34,0,1.54,US,1675626995
167,leningradskiy,69.3833,178.4167,-30.49,98,100,2.06,RU,1675626995
168,samarai,-10.6167,150.6667,26.47,85,100,6.66,PG,1675626996
169,palmer,42.1584,-72.3287,9.65,32,75,4.63,US,1675626996
170,black river,18.0264,-77.8487,29.33,54,2,8.14,JM,1675626997
171,severo-kurilsk,50.6789,156.125,-4.02,80,99,3.01,RU,1675626997
172,tibati,6.4667,12.6333,24.41,16,99,2.83,CM,1675626997
173,khatanga,71.9667,102.5,-35.76,97,87,2.5,RU,1675626998
174,santiago de cuba,20.0247,-75.8219,28.06,69,20,3.6,CU,1675626998
175,loandjili,-4.7561,11.8578,27.06,89,40,2.57,CG,1675626998
176,bridgewater,44.3835,-64.5155,4.79,89,100,7.72,CA,1675626999
177,ayan,56.45,138.1667,-22.92,81,88,3.56,RU,1675626999
178,kosonsoy,41.2561,71.5508,2.31,64,100,1.84,UZ,1675627000
179,ngunguru,-35.6167,174.5,18.71,90,100,3.66,NZ,1675627000
180,dibrugarh,27.4833,94.9,15.52,50,0,1.45,IN,1675627001
181,vitim,59.4511,112.5578,-24.42,100,100,1.07,RU,1675627001
182,vanavara,60.34,102.2797,-15.65,98,100,0.58,RU,1675627001
183,tyukhtet,56.5389,89.3011,-22.27,100,74,1.58,RU,1675627002
184,ancud,-41.8697,-73.8203,17.5,72,23,5.04,CL,1675627002
185,raudeberg,61.9875,5.1352,6.59,68,99,7.65,NO,1675627003
186,kloulklubed,7.0419,134.2556,26.28,78,100,8.11,PW,1675627003
187,husavik,66.0449,-17.3389,7.8,78,100,17.33,IS,1675627003
188,omboue,-1.5746,9.2618,25.98,84,100,2.17,GA,1675627004
189,hamilton,39.1834,-84.5333,11.47,57,100,7.72,US,1675626656
190,amapa,1.0,-52.0,23.65,97,100,1.79,BR,1675626798
191,ilulissat,69.2167,-51.1,-22.41,98,100,4.15,GL,1675627005
192,geraldton,-28.7667,114.6,23.23,73,100,4.12,AU,1675627005
193,bathsheba,13.2167,-59.5167,28.34,65,40,10.8,BB,1675627005
194,nizwa,22.9333,57.5333,21.41,54,68,0.69,OM,1675627006
195,noyabrsk,63.1994,75.4507,-19.13,100,100,1.1,RU,1675627006
196,morondava,-20.2833,44.2833,25.78,83,71,2.76,MG,1675627007
197,namibe,-15.1961,12.1522,22.32,78,30,2.83,AO,1675627007
198,lebu,-37.6167,-73.65,18.49,77,3,9.07,CL,1675627007
199,zhigansk,66.7697,123.3711,-42.2,97,98,1.03,RU,1675627008
200,hofn,64.2539,-15.2082,7.7,98,100,12.08,IS,1675627008
201,dubai,25.2582,55.3047,20.96,73,0,2.06,AE,1675626671
202,torbay,47.6666,-52.7314,-2.46,73,40,12.35,CA,1675627009
203,marshalltown,42.0494,-92.908,3.13,75,0,6.17,US,1675627009
204,tuktoyaktuk,69.4541,-133.0374,-43.0,66,20,1.03,CA,1675627009
205,yar-sale,66.8333,70.8333,-25.41,100,48,1.93,RU,1675627010
206,cidreira,-30.1811,-50.2056,27.08,58,2,6.91,BR,1675627010
207,moron,-34.6534,-58.6198,31.94,42,0,2.15,AR,1675627011
208,najran,17.4924,44.1277,19.36,30,100,0.93,SA,1675627011
209,fort nelson,58.8053,-122.7002,-14.47,78,100,2.57,CA,1675627012
210,kirando,-7.4167,30.6,22.39,80,99,2.18,TZ,1675627012
211,banapur,19.7833,85.1833,19.97,64,3,2.26,IN,1675627012
212,san jose,37.3394,-121.895,13.89,80,75,4.92,US,1675626457
213,olkhovatka,50.2831,39.2872,-5.88,96,100,2.21,RU,1675627013
214,ribeira grande,38.5167,-28.7,16.54,88,75,7.15,PT,1675627014
215,pisco,-13.7,-76.2167,25.03,78,0,4.63,PE,1675627014
216,nhulunbuy,-12.2333,136.7667,25.34,88,75,0.0,AU,1675627015
217,mahebourg,-20.4081,57.7,26.81,83,40,4.12,MU,1675627015
218,makakilo city,21.3469,-158.0858,25.18,74,0,7.72,US,1675627015
219,petauke,-14.2426,31.3253,19.14,94,100,0.44,ZM,1675627016
220,camocim,-2.9022,-40.8411,27.69,76,100,6.37,BR,1675627017
221,chester,40.1254,-75.8749,8.32,50,0,4.02,US,1675627017
222,mwaya,-9.55,33.95,22.79,85,99,1.93,TZ,1675627017
223,quatre cocos,-20.2078,57.7625,26.72,80,33,5.83,MU,1675627018
224,nome,64.5011,-165.4064,-8.96,79,75,3.09,US,1675627018
225,kuching,1.55,110.3333,26.68,91,40,0.0,MY,1675626887
226,berck,50.4,1.6,5.28,87,75,1.54,FR,1675627019
227,lodja,-3.4833,23.4333,24.75,61,100,0.89,CD,1675627019
228,zavyalovo,54.5053,82.4484,-21.39,97,63,1.04,RU,1675627020
229,kharp,66.8014,65.8081,-17.24,91,21,3.6,RU,1675627020
230,senanga,-16.1167,23.2667,20.47,90,100,2.41,ZM,1675627021
231,dingzhou,38.5131,114.9956,-0.94,35,91,2.84,CN,1675627021
232,lavrentiya,65.5833,-171.0,-19.77,95,100,4.14,RU,1675627021
233,kawalu,-7.3817,108.2082,22.35,87,100,1.23,ID,1675627022
234,kushiro,42.975,144.3747,-7.49,85,53,1.24,JP,1675627023
235,margate,51.3813,1.3862,5.94,83,79,2.24,GB,1675627024
236,chicama,-7.8447,-79.1469,26.3,53,34,5.27,PE,1675627024
237,edd,13.9297,41.6925,25.56,78,58,4.3,ER,1675627025
238,fray bentos,-33.1325,-58.2956,33.81,12,0,0.91,UY,1675627026
239,vila franca do campo,37.7167,-25.4333,15.23,86,35,2.68,PT,1675627027
240,kathmandu,27.7167,85.3167,11.02,75,20,1.54,NP,1675626698
241,khorinsk,52.1657,109.7726,-25.41,99,95,0.83,RU,1675627028
242,walvis bay,-22.9575,14.5053,18.38,81,100,2.58,NA,1675627029
243,kupino,54.3663,77.2981,-20.01,100,85,3.27,RU,1675627030
244,koungou,-12.7336,45.2042,27.84,83,100,2.06,YT,1675627031
245,itarema,-2.9248,-39.9167,27.35,75,96,5.83,BR,1675626955
246,dokka,60.84,10.0618,-7.81,93,99,2.07,NO,1675627032
247,cocorit,27.5833,-109.9667,30.43,15,1,1.26,MX,1675627033
248,maryville,35.7565,-83.9705,15.15,58,75,7.2,US,1675626843
249,sao paulo de olivenca,-3.3783,-68.8725,27.02,72,91,1.87,BR,1675627035
250,auki,-8.7676,160.7034,24.88,93,100,5.37,SB,1675627036
251,jiwani,25.05,61.7417,21.72,79,0,5.39,PK,1675627037
252,xining,36.6167,101.7667,-4.77,54,1,0.34,CN,1675627037
253,lorengau,-2.0226,147.2712,27.21,80,100,2.12,PG,1675627038
254,barrow,71.2906,-156.7887,-26.99,69,100,3.09,US,1675627040
255,naujamiestis,55.6869,24.1523,-3.71,74,100,2.24,LT,1675627041
256,araouane,18.9048,-3.5265,20.22,17,73,4.07,ML,1675627043
257,berlevag,70.8578,29.0864,-4.0,79,75,12.86,NO,1675627044
258,tasiilaq,65.6145,-37.6368,-6.84,88,100,1.95,GL,1675627046
259,chernyshevskiy,63.0128,112.4714,-47.21,100,65,0.38,RU,1675627048
260,meulaboh,4.1363,96.1285,23.28,89,100,2.08,ID,1675627048
261,faanui,-16.4833,-151.75,27.44,75,9,6.05,PF,1675627049
262,taoudenni,22.6783,-3.9836,18.93,18,62,4.74,ML,1675627050
263,guerrero negro,27.9769,-114.0611,18.4,59,3,6.51,MX,1675627050
264,pevek,69.7008,170.3133,-38.78,100,82,1.25,RU,1675627050
265,thaba nchu,-29.2093,26.839,22.15,34,20,2.57,ZA,1675627051
266,bambous virieux,-20.3428,57.7575,26.79,83,40,4.12,MU,1675627051
267,komatipoort,-25.4332,31.9548,21.7,89,0,2.12,ZA,1675627052
268,machiques,10.0644,-72.545,33.66,40,71,4.05,VE,1675627052
269,baoqing,46.3317,132.2111,-23.76,100,47,1.75,CN,1675627052
270,bodo,67.28,14.405,3.3,82,0,8.75,NO,1675627053
271,zhangye,38.9342,100.4517,-3.42,36,6,1.33,CN,1675627053
272,hay river,60.8156,-115.7999,-17.01,78,100,4.63,CA,1675627054
273,chapais,49.7834,-74.8492,-14.12,82,100,3.06,CA,1675627054
274,port lincoln,-34.7333,135.8667,15.88,84,14,4.73,AU,1675627054
275,kysyl-syr,63.8986,122.7617,-46.08,100,72,1.74,RU,1675627055
276,ulaanbaatar,47.9077,106.8832,-25.93,76,93,2.0,MN,1675626380
277,borogontsy,62.6683,131.1683,-34.85,100,99,0.8,RU,1675627056
278,boa vista,2.8197,-60.6733,26.99,69,75,4.63,BR,1675627056
279,iglesias,39.3114,8.535,10.44,91,56,1.39,IT,1675627057
280,mount isa,-20.7333,139.5,24.87,100,100,2.06,AU,1675627057
281,caconda,-13.7333,15.0667,15.82,77,100,1.63,AO,1675627057
282,petropavlovsk-kamchatskiy,53.0452,158.6483,-8.67,100,100,1.0,RU,1675627058
283,vestmannaeyjar,63.4427,-20.2734,9.08,89,100,18.2,IS,1675627058
284,ornskoldsvik,63.2909,18.7153,0.53,86,53,7.2,SE,1675627059
285,tahe,52.3333,124.7333,-29.13,100,27,1.6,CN,1675627059
286,vao,-22.6667,167.4833,26.13,87,91,7.98,NC,1675627060
287,mestia,43.0458,42.7278,-7.15,90,100,1.18,GE,1675627060
288,south lake tahoe,38.9332,-119.9844,0.47,87,70,3.13,US,1675626934
289,aquiraz,-3.9014,-38.3911,29.05,77,88,3.97,BR,1675627061
290,yantai,37.5333,121.4,1.56,80,100,3.15,CN,1675627061
291,aklavik,68.2191,-135.0107,-43.0,66,20,1.54,CA,1675627062
292,robertsganj,24.7,83.0667,14.05,52,0,0.87,IN,1675627062
293,seminole,28.7086,-81.2081,24.64,75,100,4.63,US,1675626957
294,mata,40.683,-7.4592,6.67,80,0,3.46,PT,1675627063
295,tiarei,-17.5333,-149.3333,30.01,75,100,6.85,PF,1675627063
296,hambantota,6.1241,81.1185,24.7,84,99,3.42,LK,1675627064
297,ostroleka,53.0862,21.5757,-6.71,87,54,2.51,PL,1675627064
298,conakry,9.538,-13.6773,27.04,78,75,3.09,GN,1675626914
299,dzaoudzi,-12.7887,45.2699,27.94,83,100,2.06,YT,1675627065
300,east london,-33.0153,27.9116,24.76,85,11,3.32,ZA,1675627065
301,batagay-alyta,67.8006,130.4114,-32.25,99,100,0.62,RU,1675627066
